state,county,candidate,party,total_votes,won
Florida,Pinellas County,Rocky De La Fuente,ALI,305,FALSE
Florida,Pinellas County,Don Blankenship,CST,199,FALSE
Florida,Pinellas County, Write-ins,WRI,61,FALSE
Florida,Polk County,Donald Trump,REP,194586,TRUE
Florida,Polk County,Joe Biden,DEM,145049,FALSE
Florida,Polk County,Jo Jorgensen,LIB,2595,FALSE
Florida,Polk County,Howie Hawkins,GRN,425,FALSE
Florida,Polk County,Gloria La Riva,PSL,217,FALSE
Florida,Polk County,Rocky De La Fuente,ALI,204,FALSE
Florida,Polk County,Don Blankenship,CST,140,FALSE
Florida,Polk County, Write-ins,WRI,40,FALSE
Florida,Putnam County,Donald Trump,REP,25514,TRUE
Florida,Putnam County,Joe Biden,DEM,10527,FALSE
Florida,Putnam County,Jo Jorgensen,LIB,226,FALSE
Florida,Putnam County,Howie Hawkins,GRN,50,FALSE
Florida,Putnam County,Gloria La Riva,PSL,21,FALSE
Florida,Putnam County,Don Blankenship,CST,20,FALSE
Florida,Putnam County,Rocky De La Fuente,ALI,14,FALSE
Florida,Putnam County, Write-ins,WRI,1,FALSE
Florida,St. Johns County,Donald Trump,REP,110946,TRUE
Florida,St. Johns County,Joe Biden,DEM,63850,FALSE
Florida,St. Johns County,Jo Jorgensen,LIB,1413,FALSE
Florida,St. Johns County,Howie Hawkins,GRN,210,FALSE
Florida,St. Johns County,Rocky De La Fuente,ALI,101,FALSE
Florida,St. Johns County,Gloria La Riva,PSL,54,FALSE
Florida,St. Johns County,Don Blankenship,CST,44,FALSE
Florida,St. Johns County, Write-ins,WRI,4,FALSE
Florida,St. Lucie County,Donald Trump,REP,86831,TRUE
Florida,St. Lucie County,Joe Biden,DEM,84137,FALSE
Florida,St. Lucie County,Jo Jorgensen,LIB,768,FALSE
Florida,St. Lucie County,Howie Hawkins,GRN,209,FALSE
Florida,St. Lucie County,Gloria La Riva,PSL,82,FALSE
Florida,St. Lucie County,Rocky De La Fuente,ALI,71,FALSE
Florida,St. Lucie County,Don Blankenship,CST,61,FALSE
Florida,Santa Rosa County,Donald Trump,REP,77385,TRUE
Florida,Santa Rosa County,Joe Biden,DEM,27612,FALSE
Florida,Santa Rosa County,Jo Jorgensen,LIB,1645,FALSE
Florida,Santa Rosa County,Howie Hawkins,GRN,122,FALSE
Florida,Santa Rosa County,Rocky De La Fuente,ALI,60,FALSE
Florida,Santa Rosa County,Don Blankenship,CST,55,FALSE
Florida,Santa Rosa County,Gloria La Riva,PSL,46,FALSE
Florida,Santa Rosa County, Write-ins,WRI,3,FALSE
Florida,Sarasota County,Donald Trump,REP,148370,TRUE
Florida,Sarasota County,Joe Biden,DEM,120110,FALSE
Florida,Sarasota County,Jo Jorgensen,LIB,1507,FALSE
Florida,Sarasota County,Howie Hawkins,GRN,284,FALSE
Florida,Sarasota County,Gloria La Riva,PSL,105,FALSE
Florida,Sarasota County,Rocky De La Fuente,ALI,102,FALSE
Florida,Sarasota County,Don Blankenship,CST,70,FALSE
Florida,Sarasota County, Write-ins,WRI,27,FALSE
Florida,Seminole County,Joe Biden,DEM,132528,TRUE
Florida,Seminole County,Donald Trump,REP,125241,FALSE
Florida,Seminole County,Jo Jorgensen,LIB,2215,FALSE
Florida,Seminole County,Howie Hawkins,GRN,406,FALSE
Florida,Seminole County,Gloria La Riva,PSL,137,FALSE
Florida,Seminole County,Rocky De La Fuente,ALI,135,FALSE
Florida,Seminole County,Don Blankenship,CST,103,FALSE
Florida,Sumter County,Donald Trump,REP,62761,TRUE
Florida,Sumter County,Joe Biden,DEM,29341,FALSE
Florida,Sumter County,Jo Jorgensen,LIB,269,FALSE
Florida,Sumter County,Howie Hawkins,GRN,39,FALSE
Florida,Sumter County,Don Blankenship,CST,29,FALSE
Florida,Sumter County,Rocky De La Fuente,ALI,25,FALSE
Florida,Sumter County,Gloria La Riva,PSL,20,FALSE
Florida,Sumter County, Write-ins,WRI,1,FALSE
Florida,Suwannee County,Donald Trump,REP,16410,TRUE
Florida,Suwannee County,Joe Biden,DEM,4485,FALSE
Florida,Suwannee County,Jo Jorgensen,LIB,119,FALSE
Florida,Suwannee County,Howie Hawkins,GRN,23,FALSE
Florida,Suwannee County,Gloria La Riva,PSL,8,FALSE
Florida,Suwannee County,Don Blankenship,CST,6,FALSE
Florida,Suwannee County,Rocky De La Fuente,ALI,6,FALSE
Florida,Taylor County,Donald Trump,REP,7751,TRUE
Florida,Taylor County,Joe Biden,DEM,2299,FALSE
Florida,Taylor County,Jo Jorgensen,LIB,52,FALSE
Florida,Taylor County,Howie Hawkins,GRN,11,FALSE
Florida,Taylor County,Gloria La Riva,PSL,6,FALSE
Florida,Taylor County,Don Blankenship,CST,3,FALSE
Florida,Taylor County,Rocky De La Fuente,ALI,3,FALSE
Florida,Union County,Donald Trump,REP,5133,TRUE
Florida,Union County,Joe Biden,DEM,1053,FALSE
Florida,Union County,Jo Jorgensen,LIB,42,FALSE
Florida,Union County,Don Blankenship,CST,5,FALSE
Florida,Union County,Howie Hawkins,GRN,5,FALSE
Florida,Union County,Rocky De La Fuente,ALI,4,FALSE
Florida,Union County,Gloria La Riva,PSL,3,FALSE
Florida,Union County, Write-ins,WRI,0,FALSE
Florida,Volusia County,Donald Trump,REP,173821,TRUE
Florida,Volusia County,Joe Biden,DEM,130575,FALSE
Florida,Volusia County,Jo Jorgensen,LIB,2156,FALSE
Florida,Volusia County,Howie Hawkins,GRN,390,FALSE
Florida,Volusia County,Gloria La Riva,PSL,173,FALSE
Florida,Volusia County,Rocky De La Fuente,ALI,160,FALSE
Florida,Volusia County,Don Blankenship,CST,141,FALSE
Florida,Volusia County, Write-ins,WRI,23,FALSE
Florida,Wakulla County,Donald Trump,REP,12874,TRUE
Florida,Wakulla County,Joe Biden,DEM,5351,FALSE
Florida,Wakulla County,Jo Jorgensen,LIB,135,FALSE
Florida,Wakulla County,Howie Hawkins,GRN,18,FALSE
Florida,Wakulla County,Don Blankenship,CST,10,FALSE
Florida,Wakulla County,Rocky De La Fuente,ALI,10,FALSE
Florida,Wakulla County,Gloria La Riva,PSL,6,FALSE
Florida,Walton County,Donald Trump,REP,32947,TRUE
Florida,Walton County,Joe Biden,DEM,10338,FALSE
Florida,Walton County,Jo Jorgensen,LIB,336,FALSE
Florida,Walton County,Howie Hawkins,GRN,43,FALSE
Florida,Walton County,Rocky De La Fuente,ALI,16,FALSE
Florida,Walton County,Gloria La Riva,PSL,15,FALSE
Florida,Walton County,Don Blankenship,CST,13,FALSE
Florida,Walton County, Write-ins,WRI,3,FALSE
Florida,Washington County,Donald Trump,REP,9876,TRUE
Florida,Washington County,Joe Biden,DEM,2347,FALSE
Florida,Washington County,Jo Jorgensen,LIB,69,FALSE
Florida,Washington County,Howie Hawkins,GRN,15,FALSE
Florida,Washington County,Gloria La Riva,PSL,10,FALSE
Florida,Washington County,Don Blankenship,CST,5,FALSE
Florida,Washington County,Rocky De La Fuente,ALI,5,FALSE
Georgia,Appling County,Donald Trump,REP,6526,TRUE
Georgia,Appling County,Joe Biden,DEM,1779,FALSE
Georgia,Appling County,Jo Jorgensen,LIB,36,FALSE
Georgia,Atkinson County,Donald Trump,REP,2300,TRUE
Georgia,Atkinson County,Joe Biden,DEM,825,FALSE
Georgia,Atkinson County,Jo Jorgensen,LIB,30,FALSE
Georgia,Atkinson County, Write-ins,WRI,0,FALSE
Georgia,Bacon County,Donald Trump,REP,4018,TRUE
Georgia,Bacon County,Joe Biden,DEM,625,FALSE
Georgia,Bacon County,Jo Jorgensen,LIB,25,FALSE
Georgia,Bacon County, Write-ins,WRI,0,FALSE
Georgia,Baker County,Donald Trump,REP,897,TRUE
Georgia,Baker County,Joe Biden,DEM,652,FALSE
Georgia,Baker County,Jo Jorgensen,LIB,6,FALSE
Georgia,Baldwin County,Joe Biden,DEM,9140,TRUE
Georgia,Baldwin County,Donald Trump,REP,8903,FALSE
Georgia,Baldwin County,Jo Jorgensen,LIB,208,FALSE
Georgia,Banks County,Donald Trump,REP,7795,TRUE
Georgia,Banks County,Joe Biden,DEM,932,FALSE
Georgia,Banks County,Jo Jorgensen,LIB,74,FALSE
Georgia,Barrow County,Donald Trump,REP,26804,TRUE
Georgia,Barrow County,Joe Biden,DEM,10453,FALSE
Georgia,Barrow County,Jo Jorgensen,LIB,664,FALSE
Georgia,Barrow County, Write-ins,WRI,96,FALSE
Georgia,Bartow County,Donald Trump,REP,37674,TRUE
Georgia,Bartow County,Joe Biden,DEM,12092,FALSE
Georgia,Bartow County,Jo Jorgensen,LIB,701,FALSE
Georgia,Ben Hill County,Donald Trump,REP,4110,TRUE
Georgia,Ben Hill County,Joe Biden,DEM,2392,FALSE
Georgia,Ben Hill County,Jo Jorgensen,LIB,58,FALSE
Georgia,Berrien County,Donald Trump,REP,6419,TRUE
Georgia,Berrien County,Joe Biden,DEM,1269,FALSE
Georgia,Berrien County,Jo Jorgensen,LIB,55,FALSE
Georgia,Bibb County,Joe Biden,DEM,43468,TRUE
Georgia,Bibb County,Donald Trump,REP,26585,FALSE
Georgia,Bibb County,Jo Jorgensen,LIB,749,FALSE
Georgia,Bleckley County,Donald Trump,REP,4328,TRUE
Georgia,Bleckley County,Joe Biden,DEM,1311,FALSE
Georgia,Bleckley County,Jo Jorgensen,LIB,67,FALSE
Georgia,Brantley County,Donald Trump,REP,6991,TRUE
Georgia,Brantley County,Joe Biden,DEM,699,FALSE
Georgia,Brantley County,Jo Jorgensen,LIB,56,FALSE
Georgia,Brooks County,Donald Trump,REP,4260,TRUE
Georgia,Brooks County,Joe Biden,DEM,2790,FALSE
Georgia,Brooks County,Jo Jorgensen,LIB,50,FALSE
Georgia,Bryan County,Donald Trump,REP,14244,TRUE
Georgia,Bryan County,Joe Biden,DEM,6739,FALSE
Georgia,Bryan County,Jo Jorgensen,LIB,357,FALSE
Georgia,Bulloch County,Donald Trump,REP,18386,TRUE
Georgia,Bulloch County,Joe Biden,DEM,11243,FALSE
Georgia,Bulloch County,Jo Jorgensen,LIB,455,FALSE
Georgia,Burke County,Donald Trump,REP,5400,TRUE
Georgia,Burke County,Joe Biden,DEM,5209,FALSE
Georgia,Burke County,Jo Jorgensen,LIB,75,FALSE
Georgia,Butts County,Donald Trump,REP,8405,TRUE
Georgia,Butts County,Joe Biden,DEM,3272,FALSE
Georgia,Butts County,Jo Jorgensen,LIB,91,FALSE
Georgia,Butts County, Write-ins,WRI,21,FALSE
Georgia,Calhoun County,Joe Biden,DEM,1260,TRUE
Georgia,Calhoun County,Donald Trump,REP,923,FALSE
Georgia,Calhoun County,Jo Jorgensen,LIB,11,FALSE
Georgia,Camden County,Donald Trump,REP,15251,TRUE
Georgia,Camden County,Joe Biden,DEM,7967,FALSE
Georgia,Camden County,Jo Jorgensen,LIB,470,FALSE
Georgia,Candler County,Donald Trump,REP,3134,TRUE
Georgia,Candler County,Joe Biden,DEM,1269,FALSE
Georgia,Candler County,Jo Jorgensen,LIB,29,FALSE
Georgia,Carroll County,Donald Trump,REP,37476,TRUE
Georgia,Carroll County,Joe Biden,DEM,16238,FALSE
Georgia,Carroll County,Jo Jorgensen,LIB,760,FALSE
Georgia,Catoosa County,Donald Trump,REP,25167,TRUE
Georgia,Catoosa County,Joe Biden,DEM,6932,FALSE
Georgia,Catoosa County,Jo Jorgensen,LIB,494,FALSE
Georgia,Catoosa County, Write-ins,WRI,99,FALSE
Georgia,Charlton County,Donald Trump,REP,3419,TRUE
Georgia,Charlton County,Joe Biden,DEM,1103,FALSE
Georgia,Charlton County,Jo Jorgensen,LIB,44,FALSE
Georgia,Chatham County,Joe Biden,DEM,78369,TRUE
Georgia,Chatham County,Donald Trump,REP,53288,FALSE
Georgia,Chatham County,Jo Jorgensen,LIB,1932,FALSE
Georgia,Chattahoochee County,Donald Trump,REP,880,TRUE
Georgia,Chattahoochee County,Joe Biden,DEM,667,FALSE
Georgia,Chattahoochee County,Jo Jorgensen,LIB,35,FALSE
Georgia,Chattahoochee County, Write-ins,WRI,8,FALSE
Georgia,Chattooga County,Donald Trump,REP,8064,TRUE
Georgia,Chattooga County,Joe Biden,DEM,1854,FALSE
Georgia,Chattooga County,Jo Jorgensen,LIB,132,FALSE
Georgia,Cherokee County,Donald Trump,REP,99587,TRUE
Georgia,Cherokee County,Joe Biden,DEM,42794,FALSE
Georgia,Cherokee County,Jo Jorgensen,LIB,2449,FALSE
Georgia,Clarke County,Joe Biden,DEM,36048,TRUE
Georgia,Clarke County,Donald Trump,REP,14446,FALSE
Georgia,Clarke County,Jo Jorgensen,LIB,839,FALSE
Georgia,Clay County,Joe Biden,DEM,790,TRUE
Georgia,Clay County,Donald Trump,REP,637,FALSE
Georgia,Clay County,Jo Jorgensen,LIB,7,FALSE
Georgia,Clayton County,Joe Biden,DEM,95476,TRUE
Georgia,Clayton County,Donald Trump,REP,15813,FALSE
Georgia,Clayton County,Jo Jorgensen,LIB,1055,FALSE
Georgia,Clinch County,Donald Trump,REP,2105,TRUE
Georgia,Clinch County,Joe Biden,DEM,747,FALSE
Georgia,Clinch County,Jo Jorgensen,LIB,12,FALSE
Georgia,Cobb County,Joe Biden,DEM,221846,TRUE
Georgia,Cobb County,Donald Trump,REP,165459,FALSE
Georgia,Cobb County,Jo Jorgensen,LIB,6441,FALSE
Georgia,Coffee County,Donald Trump,REP,10578,TRUE
Georgia,Coffee County,Joe Biden,DEM,4511,FALSE
Georgia,Coffee County,Jo Jorgensen,LIB,125,FALSE
Georgia,Colquitt County,Donald Trump,REP,11777,TRUE
Georgia,Colquitt County,Joe Biden,DEM,4187,FALSE
Georgia,Colquitt County,Jo Jorgensen,LIB,119,FALSE
Georgia,Columbia County,Donald Trump,REP,50013,TRUE
Georgia,Columbia County,Joe Biden,DEM,29236,FALSE
Georgia,Columbia County,Jo Jorgensen,LIB,1330,FALSE
Georgia,Cook County,Donald Trump,REP,4900,TRUE
Georgia,Cook County,Joe Biden,DEM,2059,FALSE
Georgia,Cook County,Jo Jorgensen,LIB,76,FALSE
Georgia,Coweta County,Donald Trump,REP,51501,TRUE
Georgia,Coweta County,Joe Biden,DEM,24210,FALSE
Georgia,Coweta County,Jo Jorgensen,LIB,1088,FALSE
Georgia,Crawford County,Donald Trump,REP,4428,TRUE
Georgia,Crawford County,Joe Biden,DEM,1615,FALSE
Georgia,Crawford County,Jo Jorgensen,LIB,59,FALSE
Georgia,Crisp County,Donald Trump,REP,4987,TRUE
Georgia,Crisp County,Joe Biden,DEM,2986,FALSE
Georgia,Crisp County,Jo Jorgensen,LIB,66,FALSE
Georgia,Crisp County, Write-ins,WRI,13,FALSE
Georgia,Dade County,Donald Trump,REP,6066,TRUE
Georgia,Dade County,Joe Biden,DEM,1261,FALSE
Georgia,Dade County,Jo Jorgensen,LIB,107,FALSE
Georgia,Dawson County,Donald Trump,REP,13398,TRUE
Georgia,Dawson County,Joe Biden,DEM,2486,FALSE
Georgia,Dawson County,Jo Jorgensen,LIB,197,FALSE
Georgia,Decatur County,Donald Trump,REP,6758,TRUE
Georgia,Decatur County,Joe Biden,DEM,4780,FALSE
Georgia,Decatur County,Jo Jorgensen,LIB,89,FALSE
Georgia,DeKalb County,Joe Biden,DEM,308140,TRUE
Georgia,DeKalb County,Donald Trump,REP,58369,FALSE
Georgia,DeKalb County,Jo Jorgensen,LIB,4202,FALSE
Georgia,Dodge County,Donald Trump,REP,5843,TRUE
Georgia,Dodge County,Joe Biden,DEM,2171,FALSE
Georgia,Dodge County,Jo Jorgensen,LIB,56,FALSE
Georgia,Dooly County,Donald Trump,REP,2159,TRUE
Georgia,Dooly County,Joe Biden,DEM,1911,FALSE
Georgia,Dooly County,Jo Jorgensen,LIB,35,FALSE
Georgia,Dougherty County,Joe Biden,DEM,24579,TRUE
Georgia,Dougherty County,Donald Trump,REP,10449,FALSE
Georgia,Dougherty County,Jo Jorgensen,LIB,280,FALSE
Georgia,Douglas County,Joe Biden,DEM,42653,TRUE
Georgia,Douglas County,Donald Trump,REP,25323,FALSE
Georgia,Douglas County,Jo Jorgensen,LIB,830,FALSE
Georgia,Early County,Donald Trump,REP,2722,TRUE
Georgia,Early County,Joe Biden,DEM,2437,FALSE
Georgia,Early County,Jo Jorgensen,LIB,28,FALSE
Georgia,Echols County,Donald Trump,REP,1256,TRUE
Georgia,Echols County,Joe Biden,DEM,167,FALSE
Georgia,Echols County,Jo Jorgensen,LIB,18,FALSE
Georgia,Effingham County,Donald Trump,REP,23357,TRUE
Georgia,Effingham County,Joe Biden,DEM,7720,FALSE
Georgia,Effingham County,Jo Jorgensen,LIB,492,FALSE
Georgia,Effingham County, Write-ins,WRI,55,FALSE
Georgia,Elbert County,Donald Trump,REP,6226,TRUE
Georgia,Elbert County,Joe Biden,DEM,2879,FALSE
Georgia,Elbert County,Jo Jorgensen,LIB,66,FALSE
Georgia,Emanuel County,Donald Trump,REP,6551,TRUE
Georgia,Emanuel County,Joe Biden,DEM,2884,FALSE
Georgia,Emanuel County,Jo Jorgensen,LIB,66,FALSE
Georgia,Emanuel County, Write-ins,WRI,0,FALSE
Georgia,Evans County,Donald Trump,REP,2888,TRUE
Georgia,Evans County,Joe Biden,DEM,1324,FALSE
Georgia,Evans County,Jo Jorgensen,LIB,35,FALSE
Georgia,Fannin County,Donald Trump,REP,12169,TRUE
Georgia,Fannin County,Joe Biden,DEM,2571,FALSE
Georgia,Fannin County,Jo Jorgensen,LIB,110,FALSE
Georgia,Fayette County,Donald Trump,REP,36375,TRUE
Georgia,Fayette County,Joe Biden,DEM,31937,FALSE
Georgia,Fayette County,Jo Jorgensen,LIB,933,FALSE
Georgia,Floyd County,Donald Trump,REP,27120,TRUE
Georgia,Floyd County,Joe Biden,DEM,10972,FALSE
Georgia,Floyd County,Jo Jorgensen,LIB,496,FALSE
Georgia,Forsyth County,Donald Trump,REP,85122,TRUE
Georgia,Forsyth County,Joe Biden,DEM,42203,FALSE
Georgia,Forsyth County,Jo Jorgensen,LIB,1980,FALSE
Georgia,Franklin County,Donald Trump,REP,9069,TRUE
Georgia,Franklin County,Joe Biden,DEM,1593,FALSE
Georgia,Franklin County,Jo Jorgensen,LIB,103,FALSE
Georgia,Franklin County, Write-ins,WRI,21,FALSE
Georgia,Fulton County,Joe Biden,DEM,381144,TRUE
Georgia,Fulton County,Donald Trump,REP,137240,FALSE
Georgia,Fulton County,Jo Jorgensen,LIB,6275,FALSE
Georgia,Gilmer County,Donald Trump,REP,13429,TRUE
Georgia,Gilmer County,Joe Biden,DEM,2932,FALSE
Georgia,Gilmer County,Jo Jorgensen,LIB,164,FALSE
Georgia,Glascock County,Donald Trump,REP,1403,TRUE
Georgia,Glascock County,Joe Biden,DEM,155,FALSE
Georgia,Glascock County,Jo Jorgensen,LIB,8,FALSE
Georgia,Glynn County,Donald Trump,REP,25616,TRUE
Georgia,Glynn County,Joe Biden,DEM,15879,FALSE
Georgia,Glynn County,Jo Jorgensen,LIB,489,FALSE
Georgia,Gordon County,Donald Trump,REP,19405,TRUE
Georgia,Gordon County,Joe Biden,DEM,4384,FALSE
Georgia,Gordon County,Jo Jorgensen,LIB,244,FALSE
Georgia,Grady County,Donald Trump,REP,7034,TRUE
Georgia,Grady County,Joe Biden,DEM,3619,FALSE
Georgia,Grady County,Jo Jorgensen,LIB,54,FALSE
Georgia,Greene County,Donald Trump,REP,7068,TRUE
Georgia,Greene County,Joe Biden,DEM,4088,FALSE
Georgia,Greene County,Jo Jorgensen,LIB,91,FALSE
Georgia,Gwinnett County,Joe Biden,DEM,241827,TRUE
Georgia,Gwinnett County,Donald Trump,REP,166413,FALSE
Georgia,Gwinnett County,Jo Jorgensen,LIB,5625,FALSE
Georgia,Habersham County,Donald Trump,REP,16637,TRUE
Georgia,Habersham County,Joe Biden,DEM,3563,FALSE
Georgia,Habersham County,Jo Jorgensen,LIB,232,FALSE
Georgia,Hall County,Donald Trump,REP,64170,TRUE
Georgia,Hall County,Joe Biden,DEM,25031,FALSE
Georgia,Hall County,Jo Jorgensen,LIB,1322,FALSE
Georgia,Hancock County,Joe Biden,DEM,2985,TRUE
Georgia,Hancock County,Donald Trump,REP,1159,FALSE
Georgia,Hancock County,Jo Jorgensen,LIB,21,FALSE
Georgia,Haralson County,Donald Trump,REP,12331,TRUE
Georgia,Haralson County,Joe Biden,DEM,1792,FALSE
Georgia,Haralson County,Jo Jorgensen,LIB,125,FALSE
Georgia,Haralson County, Write-ins,WRI,24,FALSE
Georgia,Harris County,Donald Trump,REP,14319,TRUE
Georgia,Harris County,Joe Biden,DEM,5457,FALSE
Georgia,Harris County,Jo Jorgensen,LIB,215,FALSE
Georgia,Hart County,Donald Trump,REP,9464,TRUE
Georgia,Hart County,Joe Biden,DEM,3157,FALSE
Georgia,Hart County,Jo Jorgensen,LIB,106,FALSE
Georgia,Heard County,Donald Trump,REP,4516,TRUE
Georgia,Heard County,Joe Biden,DEM,824,FALSE
Georgia,Heard County,Jo Jorgensen,LIB,51,FALSE
Georgia,Heard County, Write-ins,WRI,6,FALSE
Georgia,Henry County,Joe Biden,DEM,73276,TRUE
Georgia,Henry County,Donald Trump,REP,48187,FALSE
Georgia,Henry County,Jo Jorgensen,LIB,1279,FALSE
Georgia,Houston County,Donald Trump,REP,41534,TRUE
Georgia,Houston County,Joe Biden,DEM,32232,FALSE
Georgia,Houston County,Jo Jorgensen,LIB,1057,FALSE
Georgia,Irwin County,Donald Trump,REP,3134,TRUE
Georgia,Irwin County,Joe Biden,DEM,1008,FALSE
Georgia,Irwin County,Jo Jorgensen,LIB,26,FALSE
Georgia,Jackson County,Donald Trump,REP,29497,TRUE
Georgia,Jackson County,Joe Biden,DEM,7642,FALSE
Georgia,Jackson County,Jo Jorgensen,LIB,531,FALSE
Georgia,Jasper County,Donald Trump,REP,5822,TRUE
Georgia,Jasper County,Joe Biden,DEM,1761,FALSE
Georgia,Jasper County,Jo Jorgensen,LIB,61,FALSE
Georgia,Jeff Davis County,Donald Trump,REP,4695,TRUE
Georgia,Jeff Davis County,Joe Biden,DEM,1028,FALSE
Georgia,Jeff Davis County,Jo Jorgensen,LIB,48,FALSE
Georgia,Jefferson County,Joe Biden,DEM,4061,TRUE
Georgia,Jefferson County,Donald Trump,REP,3537,FALSE
Georgia,Jefferson County,Jo Jorgensen,LIB,44,FALSE
Georgia,Jenkins County,Donald Trump,REP,2161,TRUE
Georgia,Jenkins County,Joe Biden,DEM,1266,FALSE
Georgia,Jenkins County,Jo Jorgensen,LIB,28,FALSE
Georgia,Johnson County,Donald Trump,REP,2850,TRUE
Georgia,Johnson County,Joe Biden,DEM,1222,FALSE
Georgia,Johnson County,Jo Jorgensen,LIB,28,FALSE
Georgia,Jones County,Donald Trump,REP,9965,TRUE
Georgia,Jones County,Joe Biden,DEM,4888,FALSE
Georgia,Jones County,Jo Jorgensen,LIB,113,FALSE
Georgia,Lamar County,Donald Trump,REP,6330,TRUE
Georgia,Lamar County,Joe Biden,DEM,2615,FALSE
Georgia,Lamar County,Jo Jorgensen,LIB,94,FALSE
Georgia,Lanier County,Donald Trump,REP,2509,TRUE
Georgia,Lanier County,Joe Biden,DEM,1019,FALSE
Georgia,Lanier County,Jo Jorgensen,LIB,48,FALSE
Georgia,Laurens County,Donald Trump,REP,14493,TRUE
Georgia,Laurens County,Joe Biden,DEM,8073,FALSE
Georgia,Laurens County,Jo Jorgensen,LIB,163,FALSE
Georgia,Lee County,Donald Trump,REP,12007,TRUE
Georgia,Lee County,Joe Biden,DEM,4558,FALSE
Georgia,Lee County,Jo Jorgensen,LIB,149,FALSE
Georgia,Liberty County,Joe Biden,DEM,13099,TRUE
Georgia,Liberty County,Donald Trump,REP,7959,FALSE
Georgia,Liberty County,Jo Jorgensen,LIB,331,FALSE
Georgia,Lincoln County,Donald Trump,REP,3179,TRUE
Georgia,Lincoln County,Joe Biden,DEM,1435,FALSE
Georgia,Lincoln County,Jo Jorgensen,LIB,36,FALSE
Georgia,Long County,Donald Trump,REP,3528,TRUE
Georgia,Long County,Joe Biden,DEM,2033,FALSE
Georgia,Long County,Jo Jorgensen,LIB,95,FALSE
Georgia,Lowndes County,Donald Trump,REP,25691,TRUE
Georgia,Lowndes County,Joe Biden,DEM,20117,FALSE
Georgia,Lowndes County,Jo Jorgensen,LIB,547,FALSE
Georgia,Lumpkin County,Donald Trump,REP,12163,TRUE
Georgia,Lumpkin County,Joe Biden,DEM,3126,FALSE
Georgia,Lumpkin County,Jo Jorgensen,LIB,242,FALSE
Georgia,McDuffie County,Donald Trump,REP,6169,TRUE
Georgia,McDuffie County,Joe Biden,DEM,4168,FALSE
Georgia,McDuffie County,Jo Jorgensen,LIB,118,FALSE
Georgia,McIntosh County,Donald Trump,REP,4016,TRUE
Georgia,McIntosh County,Joe Biden,DEM,2612,FALSE
Georgia,McIntosh County,Jo Jorgensen,LIB,68,FALSE
Georgia,Macon County,Joe Biden,DEM,2857,TRUE
Georgia,Macon County,Donald Trump,REP,1783,FALSE
Georgia,Macon County,Jo Jorgensen,LIB,22,FALSE
Georgia,Madison County,Donald Trump,REP,11326,TRUE
Georgia,Madison County,Joe Biden,DEM,3411,FALSE
Georgia,Madison County,Jo Jorgensen,LIB,200,FALSE
Georgia,Marion County,Donald Trump,REP,2275,TRUE
Georgia,Marion County,Joe Biden,DEM,1311,FALSE
Georgia,Marion County,Jo Jorgensen,LIB,38,FALSE
Georgia,Meriwether County,Donald Trump,REP,6524,TRUE
Georgia,Meriwether County,Joe Biden,DEM,4287,FALSE
Georgia,Meriwether County,Jo Jorgensen,LIB,66,FALSE
Georgia,Miller County,Donald Trump,REP,2066,TRUE
